code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,id_assessment,date_submitted,is_banked,score,id_site,date,sum_click
BBB,2014J,2375759,F,North Western Region,Lower Than A Level,,0-35,1,60,N,Distinction,-59.0,,15023.0,170.0,0.0,84.0,913486.0,88.0,1.0
DDD,2013B,2063578,M,Scotland,A Level or Equivalent,0-10%,0-35,0,70,N,Distinction,-52.0,,25338.0,150.0,0.0,93.0,547842.0,-6.0,1.0
CCC,2014J,698355,M,North Region,Lower Than A Level,,0-35,0,120,N,Distinction,-7.0,,24298.0,219.0,0.0,100.0,909091.0,142.0,4.0
FFF,2013J,279085,M,London Region,HE Qualification,80-90%,35-55,0,60,N,Pass,-33.0,,34878.0,87.0,0.0,89.0,716332.0,220.0,7.0
FFF,2013B,541418,M,Yorkshire Region,Lower Than A Level,,0-35,0,60,N,Pass,-52.0,,34864.0,165.0,0.0,82.0,526748.0,199.0,2.0
FFF,2013B,534854,M,London Region,A Level or Equivalent,60-70%,0-35,0,120,Y,Fail,-132.0,,34866.0,143.0,0.0,50.0,527204.0,156.0,3.0
GGG,2014B,632543,F,East Anglian Region,HE Qualification,40-50%,0-35,0,30,N,Distinction,-10.0,,37429.0,136.0,0.0,80.0,798622.0,106.0,2.0
FFF,2013J,504105,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-75.0,,34878.0,16.0,0.0,71.0,716796.0,203.0,1.0
FFF,2014B,631673,M,East Midlands Region,Lower Than A Level,90-100%,0-35,0,90,N,Pass,-25.0,,34897.0,227.0,0.0,32.0,779382.0,166.0,2.0
FFF,2013J,601681,M,Ireland,Lower Than A Level,,0-35,0,60,N,Pass,-31.0,,34884.0,224.0,0.0,88.0,716324.0,118.0,1.0
CCC,2014B,623052,F,London Region,A Level or Equivalent,20-30%,35-55,0,90,N,Pass,-44.0,,25355.0,14.0,0.0,94.0,729789.0,59.0,3.0
BBB,2013B,532140,F,West Midlands Region,A Level or Equivalent,30-40%,35-55,1,270,N,Pass,-128.0,,14985.0,28.0,0.0,65.0,542891.0,57.0,3.0
DDD,2013B,529025,M,South Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,-80.0,,25346.0,173.0,0.0,94.0,547938.0,17.0,1.0
FFF,2014J,654819,M,Wales,Lower Than A Level,0-10%,0-35,0,90,Y,Distinction,-23.0,,34901.0,93.0,0.0,95.0,882551.0,164.0,12.0
FFF,2013B,529563,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,-30.0,,34865.0,20.0,0.0,83.0,526721.0,76.0,1.0
DDD,2013J,480716,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Pass,-59.0,,25354.0,237.0,0.0,51.0,673519.0,158.0,4.0
FFF,2013J,117232,M,Ireland,A Level or Equivalent,20-30%,0-35,0,90,N,Pass,-50.0,,34880.0,153.0,0.0,69.0,716649.0,92.0,1.0
FFF,2013J,589583,M,Wales,HE Qualification,30-40%,0-35,0,90,N,Distinction,-38.0,,34878.0,172.0,0.0,94.0,716253.0,94.0,10.0
FFF,2013J,576780,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,120,N,Distinction,-90.0,,34878.0,44.0,0.0,91.0,716432.0,63.0,7.0
DDD,2013B,298040,F,South Region,HE Qualification,80-90%,0-35,0,60,N,Pass,-100.0,,24286.0,20.0,0.0,90.0,547716.0,122.0,1.0
CCC,2014B,506206,F,North Western Region,Lower Than A Level,40-50%,0-35,0,30,Y,Distinction,-124.0,,24283.0,102.0,0.0,93.0,729683.0,103.0,2.0
FFF,2014J,644361,F,North Western Region,Lower Than A Level,40-50%,35-55,0,120,N,Pass,-148.0,,34909.0,159.0,0.0,83.0,882573.0,71.0,2.0
FFF,2014J,653841,M,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,90,N,Pass,-109.0,,34904.0,58.0,0.0,70.0,882631.0,100.0,2.0
CCC,2014J,628361,M,Scotland,HE Qualification,60-70%,35-55,0,60,N,Distinction,-136.0,,34892.0,7.0,0.0,100.0,909231.0,24.0,2.0
FFF,2013J,2286312,M,South West Region,HE Qualification,30-40%,35-55,0,60,N,Pass,-29.0,,34882.0,237.0,0.0,77.0,716317.0,17.0,1.0
FFF,2013J,561867,F,Wales,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-8.0,,34884.0,214.0,0.0,62.0,716270.0,234.0,1.0
DDD,2014B,626040,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Fail,-54.0,,25355.0,18.0,0.0,62.0,773101.0,80.0,1.0
DDD,2014J,424211,M,London Region,A Level or Equivalent,80-90%,35-55,0,60,Y,Pass,-39.0,,25367.0,195.0,0.0,59.0,814084.0,7.0,1.0
FFF,2013J,578281,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,150,N,Distinction,-144.0,,34876.0,128.0,0.0,93.0,716216.0,31.0,9.0
CCC,2014J,650863,F,North Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,-72.0,,24291.0,23.0,0.0,98.0,909232.0,240.0,2.0
FFF,2013J,609439,M,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-32.0,,34877.0,173.0,0.0,90.0,716636.0,147.0,2.0
DDD,2013B,2142579,M,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,-45.0,,25341.0,25.0,0.0,57.0,547272.0,51.0,1.0
CCC,2014J,2405934,M,North Western Region,A Level or Equivalent,20-30%,35-55,1,220,N,Fail,-49.0,,24299.0,244.0,0.0,28.0,909231.0,16.0,2.0
CCC,2014J,395757,M,South West Region,HE Qualification,50-60%,35-55,0,60,N,Pass,-24.0,,25344.0,117.0,0.0,90.0,909020.0,40.0,4.0
FFF,2013B,550853,M,West Midlands Region,Lower Than A Level,20-30%,35-55,0,60,Y,Pass,-36.0,,34865.0,7.0,0.0,83.0,526737.0,221.0,10.0
DDD,2013B,2691780,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn,-137.0,108.0,25343.0,81.0,0.0,64.0,547814.0,-10.0,1.0
FFF,2013B,522743,M,South West Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-107.0,,34864.0,165.0,0.0,99.0,527116.0,144.0,3.0
DDD,2013B,556835,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,90,N,Pass,-30.0,,25342.0,54.0,0.0,92.0,547747.0,-13.0,1.0
FFF,2014J,684981,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,-60.0,216.0,34904.0,40.0,0.0,98.0,883040.0,-4.0,2.0
FFF,2013B,549626,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,-36.0,,34861.0,46.0,0.0,72.0,527359.0,22.0,1.0
DDD,2014B,152320,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,Y,Withdrawn,-118.0,199.0,25366.0,-1.0,1.0,75.0,773371.0,73.0,1.0
FFF,2014J,644974,M,London Region,A Level or Equivalent,80-90%,35-55,0,120,N,Distinction,-155.0,,34904.0,37.0,0.0,96.0,882588.0,186.0,1.0
BBB,2013J,558983,F,Scotland,A Level or Equivalent,50-60%,0-35,0,60,Y,Fail,-78.0,,14996.0,11.0,0.0,90.0,703721.0,84.0,1.0
GGG,2014J,635779,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,30,Y,Pass,-135.0,,37439.0,136.0,0.0,80.0,896943.0,144.0,1.0
FFF,2014J,676444,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Distinction,-102.0,,34903.0,190.0,0.0,96.0,882545.0,177.0,3.0
BBB,2013B,543124,F,Wales,A Level or Equivalent,40-50%,0-35,0,60,Y,Pass,-28.0,,14993.0,126.0,0.0,60.0,543052.0,168.0,2.0
FFF,2013J,557545,M,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,-53.0,,34883.0,214.0,0.0,83.0,716238.0,168.0,2.0
BBB,2013B,546837,F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-24.0,,14988.0,159.0,0.0,70.0,542803.0,208.0,1.0
DDD,2013B,560179,M,North Region,Lower Than A Level,,0-35,0,60,N,Pass,-16.0,,25334.0,20.0,0.0,90.0,547867.0,4.0,2.0
DDD,2013J,542558,M,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,-32.0,,25349.0,47.0,0.0,85.0,673519.0,12.0,10.0
DDD,2014B,285412,M,North Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-110.0,,25357.0,73.0,0.0,84.0,773099.0,226.0,2.0
DDD,2014B,626238,M,Wales,HE Qualification,90-100%,0-35,0,60,N,Pass,-28.0,,25356.0,51.0,0.0,90.0,772729.0,111.0,1.0
DDD,2014J,488941,M,North Region,Post Graduate Qualification,,55<=,0,120,N,Distinction,-92.0,,25362.0,11.0,0.0,100.0,813710.0,159.0,1.0
FFF,2013J,594546,M,South West Region,A Level or Equivalent,90-100%,0-35,0,120,N,Distinction,-49.0,,34882.0,172.0,0.0,89.0,716643.0,200.0,1.0
FFF,2014J,521153,M,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-35.0,,34899.0,24.0,0.0,74.0,882545.0,51.0,11.0
FFF,2013J,114500,M,London Region,Lower Than A Level,50-60%,35-55,0,120,Y,Fail,-5.0,,34884.0,206.0,0.0,54.0,716812.0,139.0,2.0
BBB,2014B,1877634,F,Wales,HE Qualification,80-90%,35-55,0,60,N,Distinction,-74.0,,15019.0,200.0,0.0,100.0,768336.0,200.0,3.0
AAA,2014J,290164,F,Scotland,HE Qualification,30-40%,35-55,0,60,N,Pass,-88.0,,1758.0,24.0,0.0,67.0,877030.0,2.0,17.0
DDD,2013B,464236,M,London Region,HE Qualification,90-100%,55<=,0,60,N,Pass,-27.0,,25344.0,117.0,0.0,83.0,547303.0,27.0,7.0
BBB,2014B,628181,F,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,-51.0,,15008.0,11.0,0.0,66.0,768351.0,204.0,6.0
FFF,2013B,558597,M,North Region,A Level or Equivalent,20-30%,0-35,0,60,N,Distinction,-24.0,,34863.0,131.0,0.0,91.0,526738.0,4.0,1.0
FFF,2014J,171692,F,Wales,A Level or Equivalent,0-10%,0-35,1,150,N,Withdrawn,19.0,153.0,34882.0,238.0,0.0,54.0,882537.0,101.0,4.0
DDD,2014J,2464683,F,East Midlands Region,A Level or Equivalent,20-30%,35-55,1,60,Y,Withdrawn,-162.0,181.0,25362.0,19.0,0.0,55.0,813955.0,37.0,1.0
BBB,2014J,160026,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,2,60,N,Pass,-53.0,,15020.0,19.0,0.0,100.0,913483.0,83.0,2.0
BBB,2013J,577069,F,London Region,HE Qualification,10-20,0-35,0,60,N,Distinction,-44.0,,15001.0,210.0,0.0,80.0,703732.0,239.0,1.0
BBB,2013J,480888,F,West Midlands Region,Lower Than A Level,70-80%,35-55,0,60,N,Distinction,-116.0,,15000.0,166.0,0.0,85.0,703737.0,66.0,1.0
FFF,2014J,643591,M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,-66.0,,34900.0,51.0,0.0,96.0,882626.0,6.0,31.0
BBB,2013B,2322342,F,South West Region,HE Qualification,30-40%,35-55,0,120,N,Distinction,-86.0,,14993.0,126.0,0.0,100.0,542864.0,17.0,23.0
GGG,2013J,584448,F,East Anglian Region,No Formal quals,20-30%,0-35,0,30,N,Pass,-25.0,,37417.0,169.0,0.0,55.0,661573.0,108.0,3.0
BBB,2014J,637414,F,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Distinction,-95.0,,15020.0,11.0,0.0,100.0,987931.0,142.0,2.0
CCC,2014J,681302,M,North Western Region,HE Qualification,20-30%,0-35,0,60,N,Pass,-20.0,,24296.0,69.0,0.0,98.0,909232.0,65.0,1.0
BBB,2014B,383241,F,Scotland,HE Qualification,60-70%,0-35,0,75,N,Pass,-134.0,,15016.0,84.0,0.0,60.0,768334.0,129.0,3.0
DDD,2013B,159925,F,London Region,A Level or Equivalent,80-90%,0-35,2,70,N,Pass,-128.0,,25346.0,173.0,0.0,64.0,547959.0,134.0,1.0
CCC,2014J,76949,M,London Region,HE Qualification,50-60%,35-55,0,30,N,Pass,-37.0,,24299.0,244.0,0.0,90.0,909231.0,186.0,2.0
BBB,2013B,541231,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,90,N,Fail,-94.0,,14992.0,95.0,0.0,100.0,542811.0,2.0,3.0
BBB,2013J,591787,F,London Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass,-60.0,,15003.0,56.0,0.0,80.0,703898.0,199.0,2.0
CCC,2014J,387963,M,Scotland,HE Qualification,80-90%,0-35,0,30,N,Distinction,-44.0,,25360.0,200.0,0.0,62.0,909071.0,-13.0,2.0
FFF,2013J,522082,F,North Western Region,A Level or Equivalent,0-10%,35-55,0,120,N,Withdrawn,-35.0,235.0,34882.0,237.0,0.0,71.0,716222.0,6.0,1.0
EEE,2013J,487588,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,30,N,Distinction,-128.0,,30710.0,67.0,0.0,87.0,551052.0,206.0,1.0
FFF,2013B,265112,M,London Region,HE Qualification,70-80%,35-55,0,120,N,Pass,-51.0,,34867.0,89.0,0.0,93.0,527204.0,88.0,1.0
DDD,2014J,652680,M,North Western Region,HE Qualification,40-50%,35-55,0,60,N,Distinction,-144.0,,25365.0,109.0,0.0,91.0,924983.0,58.0,1.0
FFF,2013J,475253,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,1,90,N,Pass,-32.0,,34880.0,227.0,0.0,73.0,716993.0,177.0,3.0
FFF,2013B,544530,M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-78.0,,34865.0,42.0,0.0,84.0,527174.0,15.0,4.0
CCC,2014B,544839,M,Wales,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction,-99.0,,24287.0,69.0,0.0,100.0,730100.0,162.0,1.0
FFF,2014B,614163,M,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-122.0,,34887.0,51.0,0.0,82.0,779075.0,23.0,3.0
DDD,2013J,1887928,M,North Western Region,HE Qualification,0-10%,35-55,0,90,N,Pass,-192.0,,25351.0,129.0,0.0,62.0,674257.0,86.0,1.0
BBB,2014B,2659042,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,120,N,Distinction,-24.0,,15013.0,188.0,0.0,82.0,768340.0,194.0,3.0
FFF,2013B,404135,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-46.0,,34865.0,207.0,0.0,76.0,526796.0,142.0,8.0
DDD,2013B,398199,M,North Western Region,HE Qualification,60-70%,0-35,0,60,N,Fail,-36.0,,25339.0,198.0,0.0,64.0,547749.0,102.0,1.0
CCC,2014J,650863,F,North Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,-72.0,,24298.0,219.0,0.0,96.0,909020.0,241.0,5.0
DDD,2013B,510195,M,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-46.0,,25344.0,117.0,0.0,92.0,547272.0,135.0,1.0
AAA,2014J,406682,M,South East Region,HE Qualification,70-80%,55<=,0,60,N,Distinction,-156.0,,1759.0,47.0,0.0,77.0,877052.0,14.0,10.0
FFF,2014B,632258,F,London Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,-27.0,,34886.0,23.0,0.0,74.0,779413.0,221.0,1.0
EEE,2013J,599958,F,South East Region,HE Qualification,40-50%,0-35,0,150,N,Distinction,-15.0,,24284.0,151.0,0.0,78.0,551048.0,119.0,2.0
EEE,2013J,431014,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,-127.0,,30712.0,157.0,0.0,72.0,551053.0,-5.0,3.0
CCC,2014J,2574909,M,Wales,HE Qualification,30-40%,35-55,0,30,N,Withdrawn,-18.0,118.0,24291.0,32.0,0.0,80.0,909013.0,35.0,2.0
FFF,2013B,181992,M,North Western Region,Lower Than A Level,40-50%,0-35,0,120,N,Pass,-24.0,,34867.0,222.0,0.0,78.0,526833.0,165.0,5.0
FFF,2014J,2366656,F,North Western Region,HE Qualification,0-10%,0-35,0,60,N,Distinction,-67.0,,34905.0,115.0,0.0,84.0,883029.0,92.0,1.0
DDD,2013B,557742,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-27.0,,25344.0,117.0,0.0,63.0,547875.0,80.0,1.0
FFF,2014B,569065,M,North Western Region,No Formal quals,30-40%,0-35,0,60,N,Pass,-81.0,,34894.0,199.0,0.0,66.0,779089.0,130.0,5.0
FFF,2014J,555049,M,South Region,Lower Than A Level,60-70%,0-35,0,120,N,Distinction,-142.0,,34908.0,115.0,0.0,97.0,882675.0,22.0,65.0
CCC,2014B,633250,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-25.0,,24290.0,230.0,0.0,56.0,729678.0,45.0,2.0
FFF,2013J,598966,M,South East Region,A Level or Equivalent,30-40%,0-35,0,120,Y,Pass,-67.0,,34877.0,173.0,0.0,79.0,716678.0,55.0,1.0
DDD,2013B,556774,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Distinction,-25.0,,25343.0,81.0,0.0,94.0,547279.0,92.0,1.0
CCC,2014B,1442991,M,Scotland,HE Qualification,70-80%,35-55,0,150,N,Pass,-25.0,,24282.0,32.0,0.0,94.0,729790.0,18.0,25.0
FFF,2014B,592939,M,Scotland,HE Qualification,0-10%,0-35,1,240,N,Withdrawn,-79.0,165.0,34904.0,236.0,0.0,86.0,779619.0,86.0,1.0
FFF,2014J,585503,M,North Region,HE Qualification,,35-55,0,120,N,Distinction,-24.0,,34903.0,199.0,0.0,96.0,882551.0,65.0,1.0
EEE,2014B,600623,M,South West Region,A Level or Equivalent,20-30%,0-35,1,90,N,Distinction,-57.0,,30715.0,64.0,0.0,96.0,790866.0,135.0,54.0
FFF,2014J,692454,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,90,N,Pass,-34.0,,34906.0,58.0,0.0,77.0,882577.0,10.0,1.0
FFF,2013B,514903,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,150,Y,Pass,-23.0,,34867.0,213.0,0.0,74.0,526801.0,92.0,1.0
DDD,2013B,556165,M,Wales,Lower Than A Level,40-50%,0-35,0,60,N,Fail,-29.0,,25343.0,81.0,0.0,53.0,547958.0,3.0,1.0
EEE,2013J,591375,M,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,Distinction,-85.0,,24284.0,151.0,0.0,93.0,551050.0,34.0,1.0
FFF,2013B,244918,M,London Region,HE Qualification,10-20,35-55,0,120,N,Pass,-107.0,,34868.0,215.0,0.0,77.0,526737.0,214.0,1.0
FFF,2014J,656159,M,London Region,Lower Than A Level,10-20,0-35,0,60,N,Distinction,-52.0,,34910.0,208.0,0.0,89.0,882545.0,207.0,2.0
CCC,2014J,611593,M,South Region,Post Graduate Qualification,90-100%,35-55,0,60,N,Distinction,-115.0,,25348.0,18.0,0.0,94.0,909013.0,26.0,1.0
EEE,2014J,678026,F,Scotland,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-71.0,,30722.0,171.0,0.0,62.0,832638.0,212.0,5.0
BBB,2013B,2439201,F,North Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-86.0,,14992.0,95.0,0.0,60.0,543041.0,87.0,1.0
FFF,2014J,513422,F,South East Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,-4.0,,34903.0,199.0,0.0,97.0,883076.0,176.0,1.0
FFF,2014J,682632,F,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-51.0,,34900.0,51.0,0.0,96.0,882537.0,43.0,3.0
FFF,2014J,617580,F,South Region,Lower Than A Level,40-50%,0-35,0,60,Y,Pass,-34.0,,34904.0,37.0,0.0,89.0,882551.0,235.0,1.0
BBB,2014B,622208,F,North Region,Lower Than A Level,80-90%,0-35,0,120,N,Pass,-92.0,,15009.0,38.0,0.0,71.0,768376.0,23.0,8.0
EEE,2013J,2598961,M,East Anglian Region,HE Qualification,20-30%,0-35,0,30,N,Distinction,-30.0,,24299.0,244.0,0.0,96.0,551012.0,167.0,1.0
DDD,2014J,689050,M,South Region,HE Qualification,80-90%,0-35,0,120,N,Pass,-11.0,,25364.0,61.0,0.0,75.0,814300.0,34.0,1.0
FFF,2014J,681490,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,120,N,Distinction,-59.0,,34908.0,214.0,0.0,90.0,882551.0,37.0,2.0
BBB,2013B,556502,F,Ireland,Lower Than A Level,10-20,0-35,0,60,N,Pass,-34.0,,14987.0,123.0,0.0,88.0,542864.0,167.0,1.0
CCC,2014J,634365,F,East Anglian Region,HE Qualification,70-80%,35-55,0,30,N,Distinction,-28.0,,24299.0,244.0,0.0,92.0,909020.0,31.0,10.0
FFF,2014B,634636,M,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-22.0,,15020.0,18.0,0.0,1.0,779263.0,210.0,1.0
FFF,2014J,378705,M,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,60,N,Fail,-31.0,,34899.0,18.0,0.0,92.0,882675.0,53.0,45.0
BBB,2013J,596451,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,Y,Pass,-67.0,,15003.0,56.0,0.0,100.0,703741.0,210.0,1.0
FFF,2014B,595978,M,East Anglian Region,Lower Than A Level,90-100%,0-35,1,180,Y,Fail,-5.0,,34890.0,171.0,0.0,56.0,779369.0,117.0,4.0
FFF,2013B,2521655,M,East Anglian Region,A Level or Equivalent,10-20,0-35,0,60,Y,Pass,-90.0,,34870.0,156.0,0.0,83.0,526819.0,140.0,1.0
FFF,2014J,653595,M,South East Region,HE Qualification,10-20,0-35,0,60,N,Pass,-108.0,,34903.0,198.0,0.0,92.0,882675.0,193.0,4.0
BBB,2013J,520002,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,120,N,Pass,-143.0,,15004.0,102.0,0.0,100.0,703732.0,121.0,9.0
BBB,2014J,650958,F,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-148.0,,15021.0,48.0,0.0,64.0,913689.0,4.0,4.0
FFF,2013B,558558,M,South East Region,HE Qualification,90-100%,35-55,0,60,N,Distinction,-25.0,,34861.0,43.0,0.0,90.0,527231.0,-10.0,1.0
AAA,2014J,358182,M,South Region,Lower Than A Level,80-90%,0-35,0,120,N,Pass,-96.0,,1759.0,54.0,0.0,72.0,877012.0,23.0,8.0
FFF,2014B,542557,M,Scotland,HE Qualification,90-100%,35-55,0,60,N,Distinction,-170.0,,24298.0,219.0,0.0,96.0,779450.0,198.0,1.0
DDD,2013B,516281,M,Scotland,A Level or Equivalent,60-70%,0-35,1,120,N,Fail,-10.0,,25344.0,117.0,0.0,82.0,547673.0,91.0,1.0
DDD,2014J,674440,M,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,180,N,Fail,-102.0,,25364.0,60.0,0.0,58.0,813701.0,-25.0,2.0
BBB,2014B,99799,F,East Midlands Region,A Level or Equivalent,10-20,0-35,1,120,N,Pass,-41.0,,15017.0,119.0,0.0,60.0,768340.0,29.0,1.0
DDD,2013J,1522631,F,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,90,N,Fail,-135.0,,25349.0,50.0,0.0,69.0,673523.0,-12.0,1.0
DDD,2013J,332436,M,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-74.0,,24292.0,101.0,0.0,82.0,674099.0,193.0,1.0
DDD,2013J,439855,M,Scotland,A Level or Equivalent,60-70%,35-55,0,90,N,Pass,-73.0,,25349.0,48.0,0.0,88.0,674057.0,108.0,1.0
FFF,2013J,603155,M,Scotland,Lower Than A Level,40-50%,0-35,0,60,N,Pass,-38.0,,34874.0,45.0,0.0,70.0,716238.0,228.0,5.0
FFF,2014B,609891,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,1,240,N,Pass,-22.0,,34893.0,229.0,0.0,60.0,779264.0,217.0,35.0
EEE,2013J,593924,M,London Region,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction,-78.0,,30712.0,158.0,0.0,88.0,551010.0,113.0,8.0
CCC,2014B,592776,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-50.0,,24285.0,200.0,0.0,70.0,730031.0,224.0,1.0
FFF,2014B,623496,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,-86.0,,34889.0,129.0,0.0,54.0,779384.0,18.0,2.0
DDD,2013B,298040,F,South Region,HE Qualification,80-90%,0-35,0,60,N,Pass,-100.0,,25342.0,54.0,0.0,92.0,547673.0,177.0,1.0
FFF,2014J,646990,M,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,120,N,Pass,-155.0,,34899.0,22.0,0.0,92.0,882537.0,173.0,2.0
FFF,2013J,530043,M,South Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-75.0,,34883.0,220.0,0.0,96.0,716653.0,54.0,1.0
BBB,2013B,422070,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,1,90,N,Fail,-16.0,,14994.0,164.0,0.0,60.0,542811.0,123.0,2.0
DDD,2013J,2089582,F,South East Region,HE Qualification,20-30%,35-55,0,60,N,Pass,-37.0,,25352.0,165.0,0.0,91.0,673522.0,98.0,5.0
FFF,2014J,654597,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,120,N,Pass,-43.0,,34902.0,133.0,0.0,86.0,883076.0,2.0,15.0
CCC,2014J,607429,F,South East Region,A Level or Equivalent,60-70%,35-55,0,30,Y,Pass,-28.0,,24294.0,206.0,0.0,78.0,909013.0,143.0,3.0
EEE,2013J,556645,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,-30.0,,24291.0,32.0,0.0,54.0,551041.0,147.0,9.0
CCC,2014B,625838,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass,-22.0,,24283.0,99.0,0.0,96.0,730007.0,102.0,1.0
FFF,2013B,2623196,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,-29.0,,34865.0,39.0,0.0,81.0,527145.0,97.0,1.0
DDD,2013B,557358,M,London Region,Lower Than A Level,50-60%,0-35,0,90,N,Fail,-21.0,,25339.0,199.0,0.0,90.0,547960.0,110.0,1.0
FFF,2014B,2666831,M,North Western Region,HE Qualification,10-20,35-55,0,120,N,Pass,-29.0,,34896.0,166.0,0.0,62.0,779440.0,174.0,1.0
FFF,2013J,581135,M,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-124.0,,34881.0,156.0,0.0,90.0,716219.0,14.0,1.0
DDD,2014B,634106,M,South West Region,A Level or Equivalent,30-40%,35-55,0,90,N,Pass,-17.0,,25359.0,158.0,0.0,46.0,772733.0,14.0,1.0
DDD,2014B,472651,M,South West Region,HE Qualification,70-80%,35-55,0,60,N,Distinction,-113.0,,25357.0,72.0,0.0,95.0,772997.0,115.0,3.0
DDD,2014B,1031884,M,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,60,N,Distinction,-22.0,,24292.0,100.0,0.0,93.0,773151.0,28.0,2.0
FFF,2014J,628149,M,Ireland,Lower Than A Level,0-10%,0-35,0,90,N,Pass,-108.0,,34909.0,240.0,0.0,95.0,882537.0,59.0,3.0
DDD,2013B,2348111,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,-51.0,,25347.0,209.0,0.0,72.0,547936.0,135.0,1.0
